strategy,start_date,end_date,final_value,return_pct,cagr_pct,max_drawdown_pct,lump_final,beats_lump
Hybrid25pct_10y,2000-05,2010-05,6286312.715403081,-37.136872845969194,-4.536006479448806,62.16888761109563,3018083.923382086,True
LumpSum,2000-06,2010-06,2430392.4429584495,-75.69607557041552,-13.190422882404985,84.7735702511997,2430392.4429584495,False
DCA_3y,2000-06,2010-06,5355526.655570013,-46.44473344429987,-6.053583600521673,70.38922698199453,2430392.4429584495,True
Hybrid25pct_3y,2000-06,2010-06,4624243.102417132,-53.75756897582868,-7.4227948101081465,70.74721908576585,2430392.4429584495,True
DCA_5y,2000-06,2010-06,5689830.502475078,-43.10169497524922,-5.48299904625752,70.3892269819945,2430392.4429584495,True
Hybrid25pct_5y,2000-06,2010-06,4874970.987595921,-51.25029012404079,-6.932680953671467,70.3892269819945,2430392.4429584495,True
DCA_7y,2000-06,2010-06,5600896.914777726,-43.99103085222274,-5.63178117141705,69.67352436682742,2430392.4429584495,True
Hybrid25pct_7y,2000-06,2010-06,4808270.796822909,-51.91729203177091,-7.060808127445473,69.76586819129133,2430392.4429584495,True
DCA_10y,2000-06,2010-06,6735420.160944193,-32.64579839055808,-3.8749742265410947,57.97125699861208,2430392.4429584495,True
Hybrid25pct_10y,2000-06,2010-06,5659163.231447758,-43.40836768552242,-5.534066171516772,60.905950663137254,2430392.4429584495,True
LumpSum,2000-07,2010-07,2775196.3154206336,-72.24803684579366,-12.031057540543477,84.77357025119971,2775196.3154206336,False
DCA_3y,2000-07,2010-07,5621058.653962986,-43.78941346037014,-5.597866024899734,70.38922698199453,2775196.3154206336,True
Hybrid25pct_3y,2000-07,2010-07,4909593.069327408,-50.90406930672591,-6.866794764271711,70.56179053295376,2775196.3154206336,True
DCA_5y,2000-07,2010-07,5905407.088104504,-40.94592911895496,-5.130855536908651,70.38922698199448,2775196.3154206336,True
Hybrid25pct_5y,2000-07,2010-07,5122854.394933536,-48.77145605066464,-6.469942524494421,70.3892269819945,2775196.3154206336,True
