amounts,ratios,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_trigger_count
"(0, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.5)",167.73648231253233,135.77629717064812,-10.582313458138815,564.1224026015374,9.093805475935488,31.11303799702492,53.73542028387691,3507389.1625615763,4.246305418719212
"(100, 100, 200, 200, 200)","(0.7, 0.7, 0.7, 0.3, 0.3)",167.64612260275902,157.09452847259925,-17.083520793118623,572.3675131543821,8.999885212131723,31.526969329349836,54.69125371598339,3507389.1625615763,4.246305418719212
"(100, 100, 100, 300, 300)","(0.5, 0.5, 0.5, 0.5, 0.3)",167.64161528485914,149.8471975400807,-19.548868288430164,585.9581468631815,8.990512590866173,33.64049895935764,59.46801256787971,3261083.7438423648,4.246305418719212
"(0, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.5)",167.52353096615272,137.32870041556166,-8.708395739420316,548.5667548472226,9.135182894033873,30.94085443254211,53.64977404263782,3507389.1625615763,4.246305418719212
"(100, 100, 100, 300, 300)","(0.7, 0.5, 0.3, 0.3, 0.3)",167.50141428372635,146.14777045383872,-23.136362973011604,610.8731779139445,8.89891727843211,34.07886805391625,60.33257454829774,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 300)","(0.7, 0.7, 0.3, 0.3, 0.3)",167.43438936630722,140.276485096597,-20.601901175169235,631.3717224180317,8.878754938465358,34.2502619000632,60.606955508377524,3261083.7438423648,4.246305418719212
"(100, 100, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.3)",167.4331712563794,157.09452847259925,-15.209603074400125,556.8118654000675,9.044768325903814,31.247646659936166,54.17795922154397,3507389.1625615763,4.246305418719212
"(0, 0, 300, 300, 400)","(0.7, 0.7, 0.7, 0.5, 0.5)",167.28107372190823,137.8079378024225,-7.715077360835021,650.4788227641092,9.078021669878318,34.307417135988025,61.2602085702217,2714285.714285714,4.246305418719212
"(100, 100, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.3)",167.2202199099998,157.09452847259925,-13.335685355681626,541.2562176457525,9.08792051788326,31.029082599210145,53.762699728454635,3507389.1625615763,4.246305418719212
"(0, 100, 200, 300, 400)","(0.7, 0.7, 0.7, 0.3, 0.3)",167.1156110375942,144.8918992697656,-18.32271538833573,659.1186462751484,8.934382707446703,35.148932054892036,63.412544951078544,2714285.714285714,4.246305418719212
"(0, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.3, 0.3)",167.07298835955675,132.83527454568738,-15.52541980079245,579.6780503558521,8.978859785984113,31.52220911481432,54.69125371598339,3507389.1625615763,4.246305418719212
"(0, 0, 300, 300, 400)","(0.7, 0.7, 0.7, 0.7, 0.5)",166.9616467023388,137.8079378024225,-4.904200782757274,646.7760412593782,9.133164466837409,33.9895938480353,60.72444687545765,2714285.714285714,4.246305418719212
"(0, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.5, 0.3)",166.8600370131772,134.96899898306398,-13.059124233349761,564.1224026015374,9.023151895931182,31.245994137693792,54.17795922154397,3507389.1625615763,4.246305418719212
"(0, 100, 200, 300, 400)","(0.7, 0.7, 0.7, 0.5, 0.3)",166.79618401802477,149.0452110938795,-14.71642475127204,655.4158647704174,8.997046259275926,34.729029664639995,62.58588052645574,2714285.714285714,4.246305418719212
"(0, 100, 200, 300, 300)","(0.5, 0.5, 0.5, 0.5, 0.5)",166.65552007516052,145.97004507887652,-12.411907342769391,599.6166347386968,9.009491080912658,33.295382540368514,58.45502667235773,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 300)","(0.7, 0.5, 0.5, 0.5, 0.5)",166.65552007516052,145.97004507887652,-12.411907342769391,599.6166347386968,9.009491080912658,33.295382540368514,58.45502667235773,3261083.7438423648,4.246305418719212
"(0, 200, 200, 200, 200)","(0.7, 0.7, 0.7, 0.7, 0.3)",166.64708566679752,135.77629717064812,-11.18510104244288,548.5667548472226,9.065751228721282,31.035597196103392,53.82811812096564,3507389.1625615763,4.246305418719212
"(100, 100, 100, 300, 300)","(0.7, 0.5, 0.5, 0.5, 0.5)",166.6010727458458,149.41278607234412,-15.673469581040756,581.5996287271422,9.026217238213944,33.100552015992285,58.202197967376776,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 400)","(0.7, 0.7, 0.7, 0.7, 0.3)",166.47675699845536,149.4662041173785,-11.90554817319428,651.7130832656864,9.056147778369779,34.347073901160954,61.78472385978626,2714285.714285714,4.246305418719212
"(0, 0, 300, 300, 400)","(0.7, 0.7, 0.7, 0.3, 0.3)",165.84761014276728,136.5335765402805,-16.30264850154327,659.1186462751484,8.883481236524647,35.075328049784055,63.412544951078544,2714285.714285714,4.246305418719212
"(0, 100, 200, 300, 300)","(0.5, 0.5, 0.5, 0.3, 0.3)",165.66027914569716,139.15010969701643,-19.618998884931194,622.9501063701689,8.836164361838929,34.000448922329255,60.297186541997036,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 300)","(0.7, 0.5, 0.5, 0.3, 0.3)",165.66027914569716,139.15010969701643,-19.618998884931194,622.9501063701689,8.836164361838929,34.000448922329255,60.297186541997036,3261083.7438423648,4.246305418719212
"(100, 100, 100, 300, 300)","(0.7, 0.5, 0.5, 0.3, 0.3)",165.60583181638245,143.89526722721314,-22.199404113652367,603.0953540367872,8.850885596905583,33.81346364926088,60.0533710974817,3261083.7438423648,4.246305418719212
"(0, 0, 300, 300, 400)","(0.7, 0.7, 0.7, 0.5, 0.3)",165.52818312319783,136.5335765402805,-12.66848796688016,655.4158647704174,8.945321395989057,34.65815814610011,62.58588052645574,2714285.714285714,4.246305418719212
"(100, 100, 100, 300, 300)","(0.7, 0.7, 0.3, 0.3, 0.3)",165.4843595696487,143.89526722721314,-22.215548188127265,603.4788086630116,8.845468219886202,33.80131616400458,60.09134572217349,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 300)","(0.5, 0.5, 0.5, 0.5, 0.3)",165.34085212612774,142.47764621365607,-16.126965297303244,599.6166347386968,8.904237169834012,33.569386368368015,59.47709340436788,3261083.7438423648,4.246305418719212
"(0, 100, 200, 300, 300)","(0.7, 0.5, 0.5, 0.5, 0.3)",165.34085212612774,142.47764621365607,-16.126965297303244,599.6166347386968,8.904237169834012,33.569386368368015,59.47709340436788,3261083.7438423648,4.246305418719212
"(100, 100, 100, 200, 400)","(0.3, 0.3, 0.3, 0.3, 0.3)",165.30178060543577,157.69972374689334,-23.449946253075492,589.5713968660028,8.877353121506061,34.13778127484726,61.23331213960617,3413793.103448276,4.246305418719212
"(100, 100, 100, 300, 300)","(0.7, 0.5, 0.5, 0.5, 0.3)",165.28640479681303,146.79532475485172,-19.388527535574607,585.3024102318733,8.919576130970826,33.37612205889457,59.23427996702269,3261083.7438423648,4.246305418719212
"(0, 0, 300, 300, 300)","(0.5, 0.5, 0.5, 0.5, 0.5)",165.26604693359982,141.33998329157066,-10.380114632852411,604.7664806196757,8.954914439484465,33.238431144459156,58.478523478788034,3261083.7438423648,4.246305418719212
"(0, 0, 300, 300, 300)","(0.7, 0.5, 0.5, 0.5, 0.5)",165.26604693359982,141.33998329157066,-10.380114632852411,604.7664806196757,8.954914439484465,33.238431144459156,58.478523478788034,3261083.7438423648,4.246305418719212
"(0, 0, 300, 300, 300)","(0.7, 0.7, 0.5, 0.5, 0.5)",165.26604693359982,141.33998329157066,-10.380114632852411,604.7664806196757,8.954914439484465,33.238431144459156,58.478523478788034,3261083.7438423648,4.246305418719212
"(0, 0, 300, 300, 400)","(0.7, 0.7, 0.7, 0.7, 0.3)",165.20875610362845,137.02009038127372,-9.857611388802411,651.7130832656864,9.003671001617743,34.27380401356927,61.78472385978626,2714285.714285714,4.246305418719212
