holding_years,rule_id,buy_cell_count,rule_description,signal_count,total_return_avg_pct,total_return_median_pct,total_return_min_pct,total_return_max_pct
1,R021_3210,10,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,751,18.2612939602177,19.59967862079297,-41.474528694445446,74.77966345823344
3,R021_3210,10,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,743,42.785141195350064,44.36915384078344,-18.61895624517851,103.7850258346066
10,R021_3210,10,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,609,136.51369775678359,131.69439820495126,-10.22091390048524,311.40820485394255
1,R022_4210,9,drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,698,18.051291274532193,18.992568343704917,-41.474528694445446,74.77966345823344
3,R022_4210,9,drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,694,42.043796186473806,43.76623190797626,-18.61895624517851,103.7850258346066
10,R022_4210,9,drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,578,130.64410014798847,107.98123807645057,-10.22091390048524,311.40820485394255
1,R023_3310,9,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,717,18.799902046571994,19.853830972456787,-39.04746905857931,74.77966345823344
3,R023_3310,9,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,709,42.877708065130484,43.95538382571167,-8.939180070246644,103.7850258346066
10,R023_3310,9,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,594,137.3572494899651,136.49866686906265,2.5133314465948686,311.40820485394255
1,R024_4310,8,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,664,18.622137519415805,19.31935616235112,-39.04746905857931,74.77966345823344
3,R024_4310,8,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,660,42.105044944613994,43.31696449598882,-8.939180070246644,103.7850258346066
10,R024_4310,8,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,563,131.37771607228316,112.51135623982887,2.5133314465948686,311.40820485394255
1,R025_4410,7,drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,611,17.365848962943563,17.788358074529054,-29.859820597868804,74.77966345823344
3,R025_4410,7,drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,611,40.98858100513507,41.84623673898133,-8.939180070246644,103.7850258346066
10,R025_4410,7,drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 20,540,125.5779312728242,85.55005482808575,2.5133314465948686,311.40820485394255
1,R026_2220,10,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,688,19.907371514074125,20.94449427759392,-41.474528694445446,74.77966345823344
3,R026_2220,10,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,674,44.501306649881585,46.56724812084953,-34.744505054468036,103.7850258346066
10,R026_2220,10,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,536,153.10057492661105,182.85994301285191,-16.14692603124499,311.40820485394255
1,R027_3220,9,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,616,20.63416176617134,21.67318623920409,-41.474528694445446,74.77966345823344
3,R027_3220,9,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,608,44.75968414798934,46.63466990431515,-18.61895624517851,103.7850258346066
10,R027_3220,9,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,495,148.01874839437937,178.6541192660978,-10.22091390048524,311.40820485394255
1,R028_4220,8,drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,563,20.597181515917445,21.666213879710305,-41.474528694445446,74.77966345823344
3,R028_4220,8,drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,559,44.01238391278219,46.06640432098483,-18.61895624517851,103.7850258346066
10,R028_4220,8,drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,464,141.47570777343515,165.23542714235919,-10.22091390048524,311.40820485394255
1,R029_3320,8,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,582,21.436325861220222,22.0810348209992,-39.04746905857931,74.77966345823344
3,R029_3320,8,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,574,44.990980961689786,46.56724812084953,-7.779339819845232,103.7850258346066
10,R029_3320,8,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,480,149.4221764966164,179.79636403523378,2.5133314465948686,311.40820485394255
1,R030_4320,7,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,529,21.477336855822582,22.06375536538443,-39.04746905857931,74.77966345823344
3,R030_4320,7,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,525,44.21687184243364,45.77066346026504,-7.779339819845232,103.7850258346066
10,R030_4320,7,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,449,142.75744469940312,169.73602153270835,2.5133314465948686,311.40820485394255
1,R031_4420,6,drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,476,20.182658823942372,20.585136904352886,-26.703874841982987,74.77966345823344
3,R031_4420,6,drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,476,43.00115766380241,44.97444327072498,-7.779339819845232,103.7850258346066
10,R031_4420,6,drawdown 20%-25%: VIX >= 30 / drawdown 25%+: VIX >= 20,426,136.02000330671746,143.9497522716721,2.5133314465948686,311.40820485394255
1,R032_3330,7,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,501,23.809503861637697,24.13408886357957,-39.04746905857931,74.77966345823344
3,R032_3330,7,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,493,46.41832519001963,47.338582215805694,-5.325312645746094,103.7850258346066
10,R032_3330,7,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,423,163.09237494136843,196.24223408322678,2.5133314465948686,311.40820485394255
1,R033_4330,6,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,448,24.138685223617106,25.118222412541712,-39.04746905857931,74.77966345823344
3,R033_4330,6,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,444,45.66051568456623,46.91597428754696,-5.325312645746094,103.7850258346066
10,R033_4330,6,drawdown 15%-20%: VIX >= 35 / drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,392,156.53959834656882,190.14284772899651,2.5133314465948686,311.40820485394255
1,R034_4430,5,drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,395,22.935608566194652,22.883370467660935,-26.703874841982987,74.77966345823344
3,R034_4430,5,drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,395,44.37458808769542,46.543382461729486,-5.325312645746094,103.7850258346066
10,R034_4430,5,drawdown 20%-25%: VIX >= 35 / drawdown 25%+: VIX >= 20,369,149.62046420185536,182.7337288823636,2.5133314465948686,311.40820485394255
1,R035_4440,4,drawdown 25%+: VIX >= 20,364,23.7344846324369,23.4844274284158,-26.703874841982987,74.77966345823344
3,R035_4440,4,drawdown 25%+: VIX >= 20,364,45.38873935481214,46.93113082005592,-5.325312645746094,102.63254190533826
10,R035_4440,4,drawdown 25%+: VIX >= 20,346,154.945155515765,190.7859850223032,2.5133314465948686,311.40820485394255
1,R036_1111,12,drawdown 10%-15%: VIX >= 25 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,1096,12.267859295431093,16.17916114787763,-48.822822765102735,74.77966345823344
3,R036_1111,12,drawdown 10%-15%: VIX >= 25 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,1078,37.36333456952187,42.347016634250934,-35.860682390026966,103.7850258346066
10,R036_1111,12,drawdown 10%-15%: VIX >= 25 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,857,128.4378139964646,108.17296005076531,-22.257367673810936,311.40820485394255
1,R037_2111,11,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,946,14.218304746509247,16.94179839623694,-48.822822765102735,74.77966345823344
3,R037_2111,11,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,932,39.815470719932996,42.90542942039329,-34.744505054468036,103.7850258346066
10,R037_2111,11,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,734,129.93584188083588,109.6811391453104,-16.14692603124499,311.40820485394255
1,R038_3111,10,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,874,14.261885968508349,16.86590963121941,-48.822822765102735,74.77966345823344
3,R038_3111,10,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,866,39.63975287636822,42.90542942039329,-18.63628331101492,103.7850258346066
10,R038_3111,10,drawdown 10%-15%: VIX >= 35 / drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,693,124.93546931470101,95.19770001692575,-10.22091390048524,311.40820485394255
1,R039_4111,9,drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,821,13.825161853807884,16.36712960408151,-48.822822765102735,74.77966345823344
3,R039_4111,9,drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,817,38.82137164773881,42.22543478053351,-18.63628331101492,103.7850258346066
10,R039_4111,9,drawdown 15%-20%: VIX >= 25 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,662,119.26847158118419,83.84181183616602,-10.22091390048524,311.40820485394255
1,R040_2211,10,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,819,17.88158287866733,19.212836477771454,-41.474528694445446,74.77966345823344
3,R040_2211,10,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,805,42.74744120051211,44.41583197428818,-34.744505054468036,103.7850258346066
10,R040_2211,10,drawdown 10%-15%: VIX >= 30 / drawdown 15%-20%: VIX >= 30 / drawdown 20%-25%: VIX >= 25 / drawdown 25%+: VIX >= 25,646,141.01055896167622,150.27848969670904,-16.14692603124499,311.40820485394255
