initial_ratio,amounts,ratios,avg_return_pct,median_return_pct,min_return_pct,max_return_pct,avg_cagr_pct,avg_max_drawdown_pct,worst_drawdown_pct,avg_unused_cash,avg_trigger_count
0.2,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.7)",194.75716444315205,132.4547335614033,-35.76454592786408,695.6759936712001,9.357974378961806,38.10357430475808,57.858131967072836,3192307.6923076925,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.3, 0.3, 0.3, 0.3, 0.3)",160.71594169048316,109.08699451038507,-28.46844905269421,666.9947885395965,7.9510108932008725,33.81142984628018,51.69857109462351,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.5, 0.3, 0.3, 0.3, 0.3)",158.70829148642176,109.95940073360137,-28.34140439394346,655.9411187684632,7.93348456642812,33.482027052448686,51.06758960967872,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.3, 0.3, 0.3, 0.3)",156.7006412823603,110.83180695681772,-28.21435973519273,644.8874489973298,7.913352319226641,33.15718628313566,50.43045114476129,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.3, 0.3, 0.3)",156.664340061227,110.22655381451267,-28.214884537140826,644.8874489973298,7.911725116294847,33.13773435962358,50.43045114476129,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.3, 0.3)",155.90848796326352,110.49370689542394,-28.11960590228495,633.8337792261965,7.934588095760278,32.883638849303026,49.844342132457605,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.3)",155.21778990321386,110.93607775004776,-27.478545923168618,622.7801094550632,7.9619045171492875,32.63013147512314,49.35844529221187,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.5, 0.5, 0.5, 0.5, 0.5)",154.9941998225696,111.15950915274233,-26.64013430271892,611.7264396839299,8.004985654740764,32.4498025931752,48.74229305913643,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.3, 0.3, 0.3)",154.65668985716556,111.09896003772901,-28.0878398783901,633.8337792261965,7.8889420283520275,32.8187275781445,49.844342132457605,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.3, 0.3)",153.90083775920206,111.36611311864029,-27.99256124353422,622.7801094550632,7.910383237461373,32.57459310931668,49.246894459918394,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.3)",153.21013969915245,111.80848397326409,-27.351501264417877,611.7264396839299,7.936299527923557,32.32276441719192,48.756297624394136,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.5, 0.5, 0.5, 0.5)",152.9865496185082,112.03191537595868,-26.51308964396819,600.6727699127966,7.97849031508329,32.14505990316631,48.134185458373175,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.3, 0.3, 0.3)",152.61273843197083,111.36611311864029,-27.961320021587465,622.7801094550632,7.861794106063638,32.483387928676834,49.246894459918394,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.3, 0.3)",151.85688633400733,111.6332661995516,-27.866041386731588,611.7264396839299,7.881792728973604,32.24069727546163,48.63777588276098,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.3)",151.1661882739577,112.0756370541754,-27.224981407615246,600.6727699127966,7.906288315541913,31.98881705564673,48.14238723940436,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.3, 0.3)",151.10103423604386,111.9004192804629,-27.770762751875687,600.6727699127966,7.900628632854055,32.000042550041364,48.01664104804143,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.5, 0.5, 0.5)",150.94259819331344,112.29906845686997,-26.38656978716555,589.6191001416632,7.94759032720175,31.811684857875346,47.514198715498694,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.3)",150.41033617599425,112.3427901350867,-27.129702772759366,589.6191001416632,7.923994378239618,31.747577384717303,47.51636606747958,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.5, 0.5)",150.18674609534997,112.56622153778127,-26.29129115230967,578.5654303705301,7.964349079014478,31.570029290641994,46.88198131562758,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.3)",149.71963811594458,112.78516098971052,-26.488642793643034,578.5654303705301,7.94619637875275,31.493697873714016,47.01609108691773,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.5)",149.49604803530036,113.0085923924051,-25.65023117319334,567.5117605993967,7.985559242430342,31.317005934210457,46.51746350496676,5192307.692307692,4.8076923076923075
0.0,"(100, 100, 100, 100, 100)","(0.7, 0.7, 0.7, 0.7, 0.7)",149.27245795465612,113.23202379509965,-24.811819552743643,556.4580908282634,8.02389437598951,31.14156845973739,46.15789052951186,5192307.692307692,4.8076923076923075
